year,region,species,population
2014,Gambela,Total Laying Hens Hybrid,210
2015,Gambela,Total Laying Hens Hybrid,0
2016,Gambela,Total Laying Hens Hybrid,0
2017,Gambela,Total Laying Hens Hybrid,0
2018,Gambela,Total Laying Hens Hybrid,3159
2019,Gambela,Total Laying Hens Hybrid,9032
2020,Gambela,Total Laying Hens Hybrid,4212
2003,Harari,Total Laying Hens Hybrid,0
2004,Harari,Total Laying Hens Hybrid,0
2005,Harari,Total Laying Hens Hybrid,0
2006,Harari,Total Laying Hens Hybrid,313
2007,Harari,Total Laying Hens Hybrid,373
2008,Harari,Total Laying Hens Hybrid,601
2009,Harari,Total Laying Hens Hybrid,666
2010,Harari,Total Laying Hens Hybrid,0
2011,Harari,Total Laying Hens Hybrid,0
2012,Harari,Total Laying Hens Hybrid,0
2013,Harari,Total Laying Hens Hybrid,0
2014,Harari,Total Laying Hens Hybrid,0
2015,Harari,Total Laying Hens Hybrid,0
2016,Harari,Total Laying Hens Hybrid,0
2017,Harari,Total Laying Hens Hybrid,0
2018,Harari,Total Laying Hens Hybrid,1763
2019,Harari,Total Laying Hens Hybrid,1678
2019,Harari,Total Laying Hens Hybrid,1678
2020,Harari,Total Laying Hens Hybrid,0
2003,Oromoa,Total Laying Hens Hybrid,0
2004,Oromoa,Total Laying Hens Hybrid,0
2005,Oromoa,Total Laying Hens Hybrid,255191
2006,Oromoa,Total Laying Hens Hybrid,254789
2007,Oromoa,Total Laying Hens Hybrid,189797
2008,Oromoa,Total Laying Hens Hybrid,152489
2009,Oromoa,Total Laying Hens Hybrid,193818
2010,Oromoa,Total Laying Hens Hybrid,145129
2011,Oromoa,Total Laying Hens Hybrid,196025
2012,Oromoa,Total Laying Hens Hybrid,154916
2013,Oromoa,Total Laying Hens Hybrid,184776
2014,Oromoa,Total Laying Hens Hybrid,175596
2015,Oromoa,Total Laying Hens Hybrid,177655
2016,Oromoa,Total Laying Hens Hybrid,220897
2017,Oromoa,Total Laying Hens Hybrid,355328
2018,Oromoa,Total Laying Hens Hybrid,653217
2019,Oromoa,Total Laying Hens Hybrid,1138330
2020,Oromoa,Total Laying Hens Hybrid,1230772
2003,Somali,Total Laying Hens Hybrid,0
2004,Somali,Total Laying Hens Hybrid,0
2005,Somali,Total Laying Hens Hybrid,0
2006,Somali,Total Laying Hens Hybrid,0
2007,Somali,Total Laying Hens Hybrid,0
2008,Somali,Total Laying Hens Hybrid,0
2009,Somali,Total Laying Hens Hybrid,0
2010,Somali,Total Laying Hens Hybrid,0
2011,Somali,Total Laying Hens Hybrid,0
2012,Somali,Total Laying Hens Hybrid,0
2013,Somali,Total Laying Hens Hybrid,0
2014,Somali,Total Laying Hens Hybrid,0
2015,Somali,Total Laying Hens Hybrid,0
2016,Somali,Total Laying Hens Hybrid,0
2017,Somali,Total Laying Hens Hybrid,0
2018,Somali,Total Laying Hens Hybrid,0
2019,Somali,Total Laying Hens Hybrid,1124
2020,Somali,Total Laying Hens Hybrid,0
2003,SNNPR,Total Laying Hens Hybrid,0
2004,SNNPR,Total Laying Hens Hybrid,0
2005,SNNPR,Total Laying Hens Hybrid,38453
2006,SNNPR,Total Laying Hens Hybrid,25746
2007,SNNPR,Total Laying Hens Hybrid,36721
2008,SNNPR,Total Laying Hens Hybrid,28108
2009,SNNPR,Total Laying Hens Hybrid,29500
2010,SNNPR,Total Laying Hens Hybrid,32122
2011,SNNPR,Total Laying Hens Hybrid,42500
2012,SNNPR,Total Laying Hens Hybrid,50615
2013,SNNPR,Total Laying Hens Hybrid,36801
2014,SNNPR,Total Laying Hens Hybrid,37715
2015,SNNPR,Total Laying Hens Hybrid,73316
2016,SNNPR,Total Laying Hens Hybrid,260926
2017,SNNPR,Total Laying Hens Hybrid,347860
2018,SNNPR,Total Laying Hens Hybrid,347096
2019,SNNPR,Total Laying Hens Hybrid,552975
2020,SNNPR,Total Laying Hens Hybrid,601762
2003,Tigray,Total Laying Hens Hybrid,0
2004,Tigray,Total Laying Hens Hybrid,0
2005,Tigray,Total Laying Hens Hybrid,109605
2006,Tigray,Total Laying Hens Hybrid,122086
2007,Tigray,Total Laying Hens Hybrid,148065
2008,Tigray,Total Laying Hens Hybrid,134080
2009,Tigray,Total Laying Hens Hybrid,117286
2010,Tigray,Total Laying Hens Hybrid,92378
2011,Tigray,Total Laying Hens Hybrid,113047
2012,Tigray,Total Laying Hens Hybrid,105120
2013,Tigray,Total Laying Hens Hybrid,111279
2014,Tigray,Total Laying Hens Hybrid,169428
2015,Tigray,Total Laying Hens Hybrid,197638
2016,Tigray,Total Laying Hens Hybrid,201628
2017,Tigray,Total Laying Hens Hybrid,192750
2018,Tigray,Total Laying Hens Hybrid,243531
2019,Tigray,Total Laying Hens Hybrid,239038
2020,Tigray,Total Laying Hens Hybrid,239038
2003,Addis Ababa,Total Poultry Exotic,0
2004,Addis Ababa,Total Poultry Exotic,0
2005,Addis Ababa,Total Poultry Exotic,170
2006,Addis Ababa,Total Poultry Exotic,387
2007,Addis Ababa,Total Poultry Exotic,0
2008,Addis Ababa,Total Poultry Exotic,0
2009,Addis Ababa,Total Poultry Exotic,0
2010,Addis Ababa,Total Poultry Exotic,0
2011,Addis Ababa,Total Poultry Exotic,0
2012,Addis Ababa,Total Poultry Exotic,0
2013,Addis Ababa,Total Poultry Exotic,0
2014,Addis Ababa,Total Poultry Exotic,0
2015,Addis Ababa,Total Poultry Exotic,0
2016,Addis Ababa,Total Poultry Exotic,0
2017,Addis Ababa,Total Poultry Exotic,0
2018,Addis Ababa,Total Poultry Exotic,0
2010,Addis Ababa,Total Poultry Exotic,0
2020,Addis Ababa,Total Poultry Exotic,0
2003,Afar,Total Poultry Exotic,0
2004,Afar,Total Poultry Exotic,0
2005,Afar,Total Poultry Exotic,0
2006,Afar,Total Poultry Exotic,0
2007,Afar,Total Poultry Exotic,0
2008,Afar,Total Poultry Exotic,0
2009,Afar,Total Poultry Exotic,0
2010,Afar,Total Poultry Exotic,0
2011,Afar,Total Poultry Exotic,0
2012,Afar,Total Poultry Exotic,0
2013,Afar,Total Poultry Exotic,0
2014,Afar,Total Poultry Exotic,0
2015,Afar,Total Poultry Exotic,0
2016,Afar,Total Poultry Exotic,0
2017,Afar,Total Poultry Exotic,0
2018,Afar,Total Poultry Exotic,0
2019,Afar,Total Poultry Exotic,7327
2020,Afar,Total Poultry Exotic,0
2003,Amhara,Total Poultry Exotic,0
2004,Amhara,Total Poultry Exotic,112861
2005,Amhara,Total Poultry Exotic,76015
2006,Amhara,Total Poultry Exotic,46049
2007,Amhara,Total Poultry Exotic,17207
2008,Amhara,Total Poultry Exotic,59637
2009,Amhara,Total Poultry Exotic,107868
2010,Amhara,Total Poultry Exotic,71198
2011,Amhara,Total Poultry Exotic,90853
2012,Amhara,Total Poultry Exotic,34360
2013,Amhara,Total Poultry Exotic,71337
2014,Amhara,Total Poultry Exotic,206200
2015,Amhara,Total Poultry Exotic,336382
2016,Amhara,Total Poultry Exotic,929822
2017,Amhara,Total Poultry Exotic,1289076
2018,Amhara,Total Poultry Exotic,1264979
2019,Amhara,Total Poultry Exotic,799138
2020,Amhara,Total Poultry Exotic,1130720
2003,Benishangul Gumz,Total Poultry Exotic,0
2004,Benishangul Gumz,Total Poultry Exotic,2772
2005,Benishangul Gumz,Total Poultry Exotic,0
2006,Benishangul Gumz,Total Poultry Exotic,0
2007,Benishangul Gumz,Total Poultry Exotic,0
2008,Benishangul Gumz,Total Poultry Exotic,354
2009,Benishangul Gumz,Total Poultry Exotic,0
2010,Benishangul Gumz,Total Poultry Exotic,0
2011,Benishangul Gumz,Total Poultry Exotic,0
2012,Benishangul Gumz,Total Poultry Exotic,2508
2013,Benishangul Gumz,Total Poultry Exotic,0
2014,Benishangul Gumz,Total Poultry Exotic,0
2015,Benishangul Gumz,Total Poultry Exotic,12209
2016,Benishangul Gumz,Total Poultry Exotic,4241
2017,Benishangul Gumz,Total Poultry Exotic,15065
2018,Benishangul Gumz,Total Poultry Exotic,3886
2019,Benishangul Gumz,Total Poultry Exotic,25770
2020,Benishangul Gumz,Total Poultry Exotic,22861
2003,Dire Dawa,Total Poultry Exotic,0
2004,Dire Dawa,Total Poultry Exotic,697
2005,Dire Dawa,Total Poultry Exotic,992
2006,Dire Dawa,Total Poultry Exotic,0
2007,Dire Dawa,Total Poultry Exotic,0
2008,Dire Dawa,Total Poultry Exotic,0
2009,Dire Dawa,Total Poultry Exotic,0
2010,Dire Dawa,Total Poultry Exotic,4076
2011,Dire Dawa,Total Poultry Exotic,4906
2012,Dire Dawa,Total Poultry Exotic,3941
2013,Dire Dawa,Total Poultry Exotic,0
2014,Dire Dawa,Total Poultry Exotic,2532
2015,Dire Dawa,Total Poultry Exotic,419
2016,Dire Dawa,Total Poultry Exotic,0
2017,Dire Dawa,Total Poultry Exotic,0
2018,Dire Dawa,Total Poultry Exotic,16248
2019,Dire Dawa,Total Poultry Exotic,27822
2019,Dire Dawa,Total Poultry Exotic,27822
2020,Dire Dawa,Total Poultry Exotic,14778
2003,Gambela,Total Poultry Exotic,0
2004,Gambela,Total Poultry Exotic,0
2005,Gambela,Total Poultry Exotic,0
2006,Gambela,Total Poultry Exotic,0
2007,Gambela,Total Poultry Exotic,0
2008,Gambela,Total Poultry Exotic,0
2009,Gambela,Total Poultry Exotic,0
2010,Gambela,Total Poultry Exotic,0
2011,Gambela,Total Poultry Exotic,0
2012,Gambela,Total Poultry Exotic,0
2013,Gambela,Total Poultry Exotic,0
2014,Gambela,Total Poultry Exotic,0
2015,Gambela,Total Poultry Exotic,0
2016,Gambela,Total Poultry Exotic,3752
2017,Gambela,Total Poultry Exotic,10017
2018,Gambela,Total Poultry Exotic,18213
2019,Gambela,Total Poultry Exotic,0
2020,Gambela,Total Poultry Exotic,4626
2003,Harari,Total Poultry Exotic,0
2004,Harari,Total Poultry Exotic,314
2005,Harari,Total Poultry Exotic,501
2006,Harari,Total Poultry Exotic,0
2007,Harari,Total Poultry Exotic,0
2008,Harari,Total Poultry Exotic,550
2009,Harari,Total Poultry Exotic,300
2010,Harari,Total Poultry Exotic,0
2011,Harari,Total Poultry Exotic,0
2012,Harari,Total Poultry Exotic,0
2013,Harari,Total Poultry Exotic,0
2014,Harari,Total Poultry Exotic,0
2015,Harari,Total Poultry Exotic,0
2016,Harari,Total Poultry Exotic,0
2017,Harari,Total Poultry Exotic,3458
2018,Harari,Total Poultry Exotic,0
2019,Harari,Total Poultry Exotic,3387
2019,Harari,Total Poultry Exotic,3387
2020,Harari,Total Poultry Exotic,0
2003,Oromoa,Total Poultry Exotic,0
2004,Oromoa,Total Poultry Exotic,432934
2005,Oromoa,Total Poultry Exotic,308402
2006,Oromoa,Total Poultry Exotic,75165
2007,Oromoa,Total Poultry Exotic,41815
2008,Oromoa,Total Poultry Exotic,37934
2009,Oromoa,Total Poultry Exotic,19983
2010,Oromoa,Total Poultry Exotic,38416
2011,Oromoa,Total Poultry Exotic,65067
2012,Oromoa,Total Poultry Exotic,84816
2013,Oromoa,Total Poultry Exotic,80676
2014,Oromoa,Total Poultry Exotic,119589
2015,Oromoa,Total Poultry Exotic,139422
2016,Oromoa,Total Poultry Exotic,291361
2017,Oromoa,Total Poultry Exotic,564952
2018,Oromoa,Total Poultry Exotic,1161235
2019,Oromoa,Total Poultry Exotic,1042900
2020,Oromoa,Total Poultry Exotic,1473019
2003,Somali,Total Poultry Exotic,0
2004,Somali,Total Poultry Exotic,0
2005,Somali,Total Poultry Exotic,0
2006,Somali,Total Poultry Exotic,0
2007,Somali,Total Poultry Exotic,0
2008,Somali,Total Poultry Exotic,0
2009,Somali,Total Poultry Exotic,0
2010,Somali,Total Poultry Exotic,0
2011,Somali,Total Poultry Exotic,0
2012,Somali,Total Poultry Exotic,0
2013,Somali,Total Poultry Exotic,0
2014,Somali,Total Poultry Exotic,0
2015,Somali,Total Poultry Exotic,0
2016,Somali,Total Poultry Exotic,0
2017,Somali,Total Poultry Exotic,0
2018,Somali,Total Poultry Exotic,0
2019,Somali,Total Poultry Exotic,0
2020,Somali,Total Poultry Exotic,0
2003,SNNPR,Total Poultry Exotic,0
2004,SNNPR,Total Poultry Exotic,42528
2005,SNNPR,Total Poultry Exotic,22987
2006,SNNPR,Total Poultry Exotic,13862
2007,SNNPR,Total Poultry Exotic,24001
2008,SNNPR,Total Poultry Exotic,19877
2009,SNNPR,Total Poultry Exotic,33607
2010,SNNPR,Total Poultry Exotic,44972
2011,SNNPR,Total Poultry Exotic,51885
2012,SNNPR,Total Poultry Exotic,17107
2013,SNNPR,Total Poultry Exotic,30567
2014,SNNPR,Total Poultry Exotic,70648
2015,SNNPR,Total Poultry Exotic,0
2016,SNNPR,Total Poultry Exotic,485241
2017,SNNPR,Total Poultry Exotic,492718
2018,SNNPR,Total Poultry Exotic,610451
2019,SNNPR,Total Poultry Exotic,365366
2020,SNNPR,Total Poultry Exotic,0
2003,Tigray,Total Poultry Exotic,0
2004,Tigray,Total Poultry Exotic,76656
2005,Tigray,Total Poultry Exotic,67521
2006,Tigray,Total Poultry Exotic,78149
2007,Tigray,Total Poultry Exotic,52626
2008,Tigray,Total Poultry Exotic,83876
2009,Tigray,Total Poultry Exotic,66832
2010,Tigray,Total Poultry Exotic,28172
2011,Tigray,Total Poultry Exotic,41373
2012,Tigray,Total Poultry Exotic,124855
2013,Tigray,Total Poultry Exotic,198897
2014,Tigray,Total Poultry Exotic,362044
2015,Tigray,Total Poultry Exotic,593356
2016,Tigray,Total Poultry Exotic,892280
2017,Tigray,Total Poultry Exotic,1211166
2018,Tigray,Total Poultry Exotic,1260075
2019,Tigray,Total Poultry Exotic,1365008
2020,Tigray,Total Poultry Exotic,1365008
2003,Addis Ababa,Total Cocks Exotic,0
2004,Addis Ababa,Total Cocks Exotic,0
2005,Addis Ababa,Total Cocks Exotic,0
2006,Addis Ababa,Total Cocks Exotic,0
2007,Addis Ababa,Total Cocks Exotic,0
2008,Addis Ababa,Total Cocks Exotic,0
2009,Addis Ababa,Total Cocks Exotic,0
2010,Addis Ababa,Total Cocks Exotic,0
2011,Addis Ababa,Total Cocks Exotic,0
2012,Addis Ababa,Total Cocks Exotic,0
2013,Addis Ababa,Total Cocks Exotic,0
2014,Addis Ababa,Total Cocks Exotic,0
2015,Addis Ababa,Total Cocks Exotic,0
2016,Addis Ababa,Total Cocks Exotic,0
2017,Addis Ababa,Total Cocks Exotic,0
2018,Addis Ababa,Total Cocks Exotic,0
2010,Addis Ababa,Total Cocks Exotic,0
2020,Addis Ababa,Total Cocks Exotic,0
2003,Afar,Total Cocks Exotic,0
2004,Afar,Total Cocks Exotic,0
2005,Afar,Total Cocks Exotic,0
2006,Afar,Total Cocks Exotic,0
2007,Afar,Total Cocks Exotic,0
2008,Afar,Total Cocks Exotic,0
2009,Afar,Total Cocks Exotic,0
2010,Afar,Total Cocks Exotic,0
2011,Afar,Total Cocks Exotic,0
2012,Afar,Total Cocks Exotic,0
2013,Afar,Total Cocks Exotic,0
2014,Afar,Total Cocks Exotic,0
2015,Afar,Total Cocks Exotic,0
2016,Afar,Total Cocks Exotic,0
2017,Afar,Total Cocks Exotic,0
2018,Afar,Total Cocks Exotic,0
2019,Afar,Total Cocks Exotic,1043
2020,Afar,Total Cocks Exotic,0
2003,Amhara,Total Cocks Exotic,0
2004,Amhara,Total Cocks Exotic,22984
2005,Amhara,Total Cocks Exotic,17673
2006,Amhara,Total Cocks Exotic,6566
2007,Amhara,Total Cocks Exotic,3281
2008,Amhara,Total Cocks Exotic,20427
2009,Amhara,Total Cocks Exotic,24670
2010,Amhara,Total Cocks Exotic,18101
2011,Amhara,Total Cocks Exotic,14957
2012,Amhara,Total Cocks Exotic,6114
2013,Amhara,Total Cocks Exotic,8520
2014,Amhara,Total Cocks Exotic,35871
2015,Amhara,Total Cocks Exotic,44273
2016,Amhara,Total Cocks Exotic,80888
2017,Amhara,Total Cocks Exotic,79552
2018,Amhara,Total Cocks Exotic,93166
2019,Amhara,Total Cocks Exotic,58927
2020,Amhara,Total Cocks Exotic,58671
2003,Benishangul Gumz,Total Cocks Exotic,0
2004,Benishangul Gumz,Total Cocks Exotic,405
2005,Benishangul Gumz,Total Cocks Exotic,0
2006,Benishangul Gumz,Total Cocks Exotic,0
2007,Benishangul Gumz,Total Cocks Exotic,0
2008,Benishangul Gumz,Total Cocks Exotic,0
2009,Benishangul Gumz,Total Cocks Exotic,0
2010,Benishangul Gumz,Total Cocks Exotic,0
2011,Benishangul Gumz,Total Cocks Exotic,0
2012,Benishangul Gumz,Total Cocks Exotic,0
2013,Benishangul Gumz,Total Cocks Exotic,0
2014,Benishangul Gumz,Total Cocks Exotic,0
2015,Benishangul Gumz,Total Cocks Exotic,0
2016,Benishangul Gumz,Total Cocks Exotic,0
2017,Benishangul Gumz,Total Cocks Exotic,1543
2018,Benishangul Gumz,Total Cocks Exotic,1432
2019,Benishangul Gumz,Total Cocks Exotic,3232
2020,Benishangul Gumz,Total Cocks Exotic,3411
2003,Dire Dawa,Total Cocks Exotic,0
2004,Dire Dawa,Total Cocks Exotic,0
2005,Dire Dawa,Total Cocks Exotic,0
2006,Dire Dawa,Total Cocks Exotic,0
2007,Dire Dawa,Total Cocks Exotic,0
2008,Dire Dawa,Total Cocks Exotic,0
2009,Dire Dawa,Total Cocks Exotic,0
2010,Dire Dawa,Total Cocks Exotic,0
2011,Dire Dawa,Total Cocks Exotic,0
2012,Dire Dawa,Total Cocks Exotic,149
2013,Dire Dawa,Total Cocks Exotic,0
2014,Dire Dawa,Total Cocks Exotic,356
2015,Dire Dawa,Total Cocks Exotic,0
2016,Dire Dawa,Total Cocks Exotic,0
2017,Dire Dawa,Total Cocks Exotic,0
2018,Dire Dawa,Total Cocks Exotic,0
2019,Dire Dawa,Total Cocks Exotic,454
2019,Dire Dawa,Total Cocks Exotic,454
2020,Dire Dawa,Total Cocks Exotic,400
2003,Gambela,Total Cocks Exotic,0
2004,Gambela,Total Cocks Exotic,0
2005,Gambela,Total Cocks Exotic,0
2006,Gambela,Total Cocks Exotic,0
2007,Gambela,Total Cocks Exotic,0
2008,Gambela,Total Cocks Exotic,0
2009,Gambela,Total Cocks Exotic,0
2010,Gambela,Total Cocks Exotic,0
2011,Gambela,Total Cocks Exotic,0
2012,Gambela,Total Cocks Exotic,0
2013,Gambela,Total Cocks Exotic,0
2014,Gambela,Total Cocks Exotic,0
2015,Gambela,Total Cocks Exotic,0
2016,Gambela,Total Cocks Exotic,866
2017,Gambela,Total Cocks Exotic,1448
2018,Gambela,Total Cocks Exotic,0
2019,Gambela,Total Cocks Exotic,0
2020,Gambela,Total Cocks Exotic,0
2003,Harari,Total Cocks Exotic,0
2004,Harari,Total Cocks Exotic,0
2005,Harari,Total Cocks Exotic,89
2006,Harari,Total Cocks Exotic,0
2007,Harari,Total Cocks Exotic,0
2008,Harari,Total Cocks Exotic,89
2009,Harari,Total Cocks Exotic,0
2010,Harari,Total Cocks Exotic,0
2011,Harari,Total Cocks Exotic,0
2012,Harari,Total Cocks Exotic,0
2013,Harari,Total Cocks Exotic,0
2014,Harari,Total Cocks Exotic,0
2015,Harari,Total Cocks Exotic,0
2016,Harari,Total Cocks Exotic,0
2017,Harari,Total Cocks Exotic,629
2018,Harari,Total Cocks Exotic,0
2019,Harari,Total Cocks Exotic,0
2019,Harari,Total Cocks Exotic,0
2020,Harari,Total Cocks Exotic,0
2003,Oromoa,Total Cocks Exotic,0
2004,Oromoa,Total Cocks Exotic,26949
2005,Oromoa,Total Cocks Exotic,23252
2006,Oromoa,Total Cocks Exotic,11205
2007,Oromoa,Total Cocks Exotic,5048
2008,Oromoa,Total Cocks Exotic,7538
2009,Oromoa,Total Cocks Exotic,4074
2010,Oromoa,Total Cocks Exotic,4313
2011,Oromoa,Total Cocks Exotic,2150
2012,Oromoa,Total Cocks Exotic,10205
2013,Oromoa,Total Cocks Exotic,7710
2014,Oromoa,Total Cocks Exotic,9917
2015,Oromoa,Total Cocks Exotic,4013
2016,Oromoa,Total Cocks Exotic,39846
2017,Oromoa,Total Cocks Exotic,75971
2018,Oromoa,Total Cocks Exotic,139132
2019,Oromoa,Total Cocks Exotic,111442
2020,Oromoa,Total Cocks Exotic,167326
2003,Somali,Total Cocks Exotic,0
2004,Somali,Total Cocks Exotic,9
2005,Somali,Total Cocks Exotic,0
2006,Somali,Total Cocks Exotic,0
2007,Somali,Total Cocks Exotic,0
2008,Somali,Total Cocks Exotic,0
2009,Somali,Total Cocks Exotic,0
2010,Somali,Total Cocks Exotic,0
2011,Somali,Total Cocks Exotic,0
2012,Somali,Total Cocks Exotic,0
2013,Somali,Total Cocks Exotic,0
2014,Somali,Total Cocks Exotic,0
2015,Somali,Total Cocks Exotic,0
2016,Somali,Total Cocks Exotic,0
2017,Somali,Total Cocks Exotic,0
2018,Somali,Total Cocks Exotic,0
2019,Somali,Total Cocks Exotic,0
2020,Somali,Total Cocks Exotic,0
2003,SNNPR,Total Cocks Exotic,0
2004,SNNPR,Total Cocks Exotic,10649
2005,SNNPR,Total Cocks Exotic,5951
2006,SNNPR,Total Cocks Exotic,2776
2007,SNNPR,Total Cocks Exotic,7145
2008,SNNPR,Total Cocks Exotic,3667
2009,SNNPR,Total Cocks Exotic,8858
2010,SNNPR,Total Cocks Exotic,11880
2011,SNNPR,Total Cocks Exotic,8183
2012,SNNPR,Total Cocks Exotic,2835
2013,SNNPR,Total Cocks Exotic,5236
2014,SNNPR,Total Cocks Exotic,13155
2015,SNNPR,Total Cocks Exotic,0
2016,SNNPR,Total Cocks Exotic,91634
2017,SNNPR,Total Cocks Exotic,62758
2018,SNNPR,Total Cocks Exotic,80696
2019,SNNPR,Total Cocks Exotic,50905
2020,SNNPR,Total Cocks Exotic,50384
2003,Tigray,Total Cocks Exotic,0
2004,Tigray,Total Cocks Exotic,14313
2005,Tigray,Total Cocks Exotic,9189
2006,Tigray,Total Cocks Exotic,7829
2007,Tigray,Total Cocks Exotic,4289
2008,Tigray,Total Cocks Exotic,7559
2009,Tigray,Total Cocks Exotic,4395
2010,Tigray,Total Cocks Exotic,3777
2011,Tigray,Total Cocks Exotic,3305
2012,Tigray,Total Cocks Exotic,20323
2013,Tigray,Total Cocks Exotic,27773
2014,Tigray,Total Cocks Exotic,20521
2015,Tigray,Total Cocks Exotic,19984
2016,Tigray,Total Cocks Exotic,44011
2017,Tigray,Total Cocks Exotic,78315
2018,Tigray,Total Cocks Exotic,65362
2019,Tigray,Total Cocks Exotic,101192
2020,Tigray,Total Cocks Exotic,101192
2003,Addis Ababa,Total Cockerels Exotic,0
2004,Addis Ababa,Total Cockerels Exotic,0
2005,Addis Ababa,Total Cockerels Exotic,0
2006,Addis Ababa,Total Cockerels Exotic,0
2007,Addis Ababa,Total Cockerels Exotic,0
2008,Addis Ababa,Total Cockerels Exotic,0
2009,Addis Ababa,Total Cockerels Exotic,0
2010,Addis Ababa,Total Cockerels Exotic,0
2011,Addis Ababa,Total Cockerels Exotic,0
2012,Addis Ababa,Total Cockerels Exotic,0
2013,Addis Ababa,Total Cockerels Exotic,0
2014,Addis Ababa,Total Cockerels Exotic,0
2015,Addis Ababa,Total Cockerels Exotic,0
2016,Addis Ababa,Total Cockerels Exotic,0
2017,Addis Ababa,Total Cockerels Exotic,0
2018,Addis Ababa,Total Cockerels Exotic,0
2010,Addis Ababa,Total Cockerels Exotic,0
2020,Addis Ababa,Total Cockerels Exotic,0
2003,Afar,Total Cockerels Exotic,0
2004,Afar,Total Cockerels Exotic,0
2005,Afar,Total Cockerels Exotic,0
2006,Afar,Total Cockerels Exotic,0
2007,Afar,Total Cockerels Exotic,0
2008,Afar,Total Cockerels Exotic,0
2009,Afar,Total Cockerels Exotic,0
2010,Afar,Total Cockerels Exotic,0
2011,Afar,Total Cockerels Exotic,0
2012,Afar,Total Cockerels Exotic,0
2013,Afar,Total Cockerels Exotic,0
2014,Afar,Total Cockerels Exotic,0
2015,Afar,Total Cockerels Exotic,0
2016,Afar,Total Cockerels Exotic,0
2017,Afar,Total Cockerels Exotic,0
2018,Afar,Total Cockerels Exotic,0
2019,Afar,Total Cockerels Exotic,0
2020,Afar,Total Cockerels Exotic,0
2003,Amhara,Total Cockerels Exotic,0
2004,Amhara,Total Cockerels Exotic,0
2005,Amhara,Total Cockerels Exotic,0
2006,Amhara,Total Cockerels Exotic,0
2007,Amhara,Total Cockerels Exotic,0
2008,Amhara,Total Cockerels Exotic,0
2009,Amhara,Total Cockerels Exotic,6304
2010,Amhara,Total Cockerels Exotic,0
2011,Amhara,Total Cockerels Exotic,0
2012,Amhara,Total Cockerels Exotic,0
2013,Amhara,Total Cockerels Exotic,4253
2014,Amhara,Total Cockerels Exotic,4323
2015,Amhara,Total Cockerels Exotic,0
2016,Amhara,Total Cockerels Exotic,4687
2017,Amhara,Total Cockerels Exotic,33050
2018,Amhara,Total Cockerels Exotic,54345
2019,Amhara,Total Cockerels Exotic,27901
2020,Amhara,Total Cockerels Exotic,117878
2003,Benishangul Gumz,Total Cockerels Exotic,0
2004,Benishangul Gumz,Total Cockerels Exotic,0
2005,Benishangul Gumz,Total Cockerels Exotic,0
2006,Benishangul Gumz,Total Cockerels Exotic,0
2007,Benishangul Gumz,Total Cockerels Exotic,0
2008,Benishangul Gumz,Total Cockerels Exotic,0
2009,Benishangul Gumz,Total Cockerels Exotic,0
2010,Benishangul Gumz,Total Cockerels Exotic,0
2011,Benishangul Gumz,Total Cockerels Exotic,0
2012,Benishangul Gumz,Total Cockerels Exotic,0
2013,Benishangul Gumz,Total Cockerels Exotic,0
2014,Benishangul Gumz,Total Cockerels Exotic,0
2015,Benishangul Gumz,Total Cockerels Exotic,0
2016,Benishangul Gumz,Total Cockerels Exotic,0
2017,Benishangul Gumz,Total Cockerels Exotic,0
2018,Benishangul Gumz,Total Cockerels Exotic,0
2019,Benishangul Gumz,Total Cockerels Exotic,0
2020,Benishangul Gumz,Total Cockerels Exotic,3853
2003,Dire Dawa,Total Cockerels Exotic,0
2004,Dire Dawa,Total Cockerels Exotic,0
2005,Dire Dawa,Total Cockerels Exotic,0
2006,Dire Dawa,Total Cockerels Exotic,0
2007,Dire Dawa,Total Cockerels Exotic,0
2008,Dire Dawa,Total Cockerels Exotic,0
2009,Dire Dawa,Total Cockerels Exotic,0
2010,Dire Dawa,Total Cockerels Exotic,0
2011,Dire Dawa,Total Cockerels Exotic,0
2012,Dire Dawa,Total Cockerels Exotic,0
2013,Dire Dawa,Total Cockerels Exotic,0
2014,Dire Dawa,Total Cockerels Exotic,0
2015,Dire Dawa,Total Cockerels Exotic,0
2016,Dire Dawa,Total Cockerels Exotic,0
2017,Dire Dawa,Total Cockerels Exotic,0
2018,Dire Dawa,Total Cockerels Exotic,0
2019,Dire Dawa,Total Cockerels Exotic,0
2019,Dire Dawa,Total Cockerels Exotic,0
